poll_id,pollster_id,pollster,sponsors,display_name,numeric_grade,methodology,transparency_score,state,start_date,end_date,sample_size,population,party,candidate_id,candidate_name,pct,Pollster,Average Error,Error Favored Republicans,Error Favored Democrats,corrected_pct
88972,1424,Siena/NYT,none,The New York Times/Siena College,3.0,Live Phone,9.0,Texas,2024-10-23,2024-10-26,1180.0,lv,DEM,16661,Kamala Harris,40.0,unkwn,0,0,0,40.0
88972,1424,Siena/NYT,none,The New York Times/Siena College,3.0,Live Phone,9.0,Texas,2024-10-23,2024-10-26,1180.0,lv,REP,16651,Donald Trump,51.0,unkwn,0,0,0,51.0
88973,1424,Siena/NYT,none,The New York Times/Siena College,3.0,Live Phone,9.0,Nebraska,2024-10-23,2024-10-26,1194.0,rv,DEM,16661,Kamala Harris,40.0,unkwn,0,0,0,40.0
88973,1424,Siena/NYT,none,The New York Times/Siena College,3.0,Live Phone,9.0,Nebraska,2024-10-23,2024-10-26,1194.0,rv,REP,16651,Donald Trump,55.0,unkwn,0,0,0,55.0
88973,1424,Siena/NYT,none,The New York Times/Siena College,3.0,Live Phone,9.0,Nebraska,2024-10-23,2024-10-26,1194.0,rv,DEM,16661,Kamala Harris,38.0,unkwn,0,0,0,38.0
88973,1424,Siena/NYT,none,The New York Times/Siena College,3.0,Live Phone,9.0,Nebraska,2024-10-23,2024-10-26,1194.0,rv,REP,16651,Donald Trump,53.0,unkwn,0,0,0,53.0
88973,1424,Siena/NYT,none,The New York Times/Siena College,3.0,Live Phone,9.0,Nebraska,2024-10-23,2024-10-26,1194.0,lv,DEM,16661,Kamala Harris,40.0,unkwn,0,0,0,40.0
88973,1424,Siena/NYT,none,The New York Times/Siena College,3.0,Live Phone,9.0,Nebraska,2024-10-23,2024-10-26,1194.0,lv,REP,16651,Donald Trump,55.0,unkwn,0,0,0,55.0
88973,1424,Siena/NYT,none,The New York Times/Siena College,3.0,Live Phone,9.0,Nebraska,2024-10-23,2024-10-26,1194.0,lv,DEM,16661,Kamala Harris,39.0,unkwn,0,0,0,39.0
88973,1424,Siena/NYT,none,The New York Times/Siena College,3.0,Live Phone,9.0,Nebraska,2024-10-23,2024-10-26,1194.0,lv,REP,16651,Donald Trump,53.0,unkwn,0,0,0,53.0
88978,1424,Siena/NYT,none,The New York Times/Siena College,3.0,Live Phone,9.0,Nebraska CD-2,2024-10-23,2024-10-26,500.0,lv,DEM,16661,Kamala Harris,54.0,unkwn,0,0,0,54.0
88978,1424,Siena/NYT,none,The New York Times/Siena College,3.0,Live Phone,9.0,Nebraska CD-2,2024-10-23,2024-10-26,500.0,lv,REP,16651,Donald Trump,42.0,unkwn,0,0,0,42.0
88978,1424,Siena/NYT,none,The New York Times/Siena College,3.0,Live Phone,9.0,Nebraska CD-2,2024-10-23,2024-10-26,500.0,lv,DEM,16661,Kamala Harris,53.0,unkwn,0,0,0,53.0
88978,1424,Siena/NYT,none,The New York Times/Siena College,3.0,Live Phone,9.0,Nebraska CD-2,2024-10-23,2024-10-26,500.0,lv,REP,16651,Donald Trump,41.0,unkwn,0,0,0,41.0
88992,1001,North Star Opinion Research,Center for American Greatness,North Star Opinion Research,1.1,Live Phone/Text-to-Web,3.0,Pennsylvania,2024-10-22,2024-10-26,600.0,lv,DEM,16661,Kamala Harris,47.0,unkwn,0,0,0,47.0
88992,1001,North Star Opinion Research,Center for American Greatness,North Star Opinion Research,1.1,Live Phone/Text-to-Web,3.0,Pennsylvania,2024-10-22,2024-10-26,600.0,lv,REP,16651,Donald Trump,47.0,unkwn,0,0,0,47.0
88958,770,TIPP,none,TIPP Insights,1.8,Online Panel,3.0,**National,2024-10-23,2024-10-25,1333.0,lv,DEM,16661,Kamala Harris,48.0,unkwn,0,0,0,48.0
88958,770,TIPP,none,TIPP Insights,1.8,Online Panel,3.0,**National,2024-10-23,2024-10-25,1333.0,lv,REP,16651,Donald Trump,48.0,unkwn,0,0,0,48.0
88961,568,YouGov,CBS News,YouGov,3.0,Online Panel,9.0,**National,2024-10-23,2024-10-25,2154.0,lv,DEM,16661,Kamala Harris,50.0,YouGov,3.7,50.0,50.0,51.85
88961,568,YouGov,CBS News,YouGov,3.0,Online Panel,9.0,**National,2024-10-23,2024-10-25,2154.0,lv,REP,16651,Donald Trump,49.0,YouGov,3.7,50.0,50.0,47.15
88963,1102,Emerson,The Hill | Nexstar,Emerson College,2.9,Online Panel/Text-to-Web,7.0,Montana,2024-10-23,2024-10-25,1000.0,lv,DEM,16661,Kamala Harris,39.6,unkwn,0,0,0,39.6
88963,1102,Emerson,The Hill | Nexstar,Emerson College,2.9,Online Panel/Text-to-Web,7.0,Montana,2024-10-23,2024-10-25,1000.0,lv,REP,16651,Donald Trump,58.6,unkwn,0,0,0,58.6
88971,1357,St. Pete Polls,Florida Politics,St. Pete Polls,2.4,IVR/Text,7.0,Florida,2024-10-23,2024-10-25,1227.0,lv,DEM,16661,Kamala Harris,44.6,unkwn,0,0,0,44.6
88971,1357,St. Pete Polls,Florida Politics,St. Pete Polls,2.4,IVR/Text,7.0,Florida,2024-10-23,2024-10-25,1227.0,lv,REP,16651,Donald Trump,50.3,unkwn,0,0,0,50.3
88989,1356,CES / YouGov,none,CCES/YouGov,3.0,Online Panel,10.0,**National,2024-10-01,2024-10-25,78247.0,a,DEM,16661,Kamala Harris,51.0,unkwn,0,0,0,51.0
88989,1356,CES / YouGov,none,CCES/YouGov,3.0,Online Panel,10.0,**National,2024-10-01,2024-10-25,78247.0,a,REP,16651,Donald Trump,46.0,unkwn,0,0,0,46.0
88989,1356,CES / YouGov,none,CCES/YouGov,3.0,Online Panel,10.0,**National,2024-10-01,2024-10-25,48732.0,lv,DEM,16661,Kamala Harris,51.0,unkwn,0,0,0,51.0
88989,1356,CES / YouGov,none,CCES/YouGov,3.0,Online Panel,10.0,**National,2024-10-01,2024-10-25,48732.0,lv,REP,16651,Donald Trump,47.0,unkwn,0,0,0,47.0
88956,1102,Emerson,none,Emerson College,2.9,IVR/Online Panel/Text-to-Web,7.0,**National,2024-10-23,2024-10-24,1000.0,lv,DEM,16661,Kamala Harris,49.3,unkwn,0,0,0,49.3
88956,1102,Emerson,none,Emerson College,2.9,IVR/Online Panel/Text-to-Web,7.0,**National,2024-10-23,2024-10-24,1000.0,lv,REP,16651,Donald Trump,49.3,unkwn,0,0,0,49.3
88960,1347,Cygnal,none,Cygnal,2.1,,4.0,New Jersey,2024-10-23,2024-10-24,600.0,lv,DEM,16661,Kamala Harris,51.8,unkwn,0,0,0,51.8
88960,1347,Cygnal,none,Cygnal,2.1,,4.0,New Jersey,2024-10-23,2024-10-24,600.0,lv,REP,16651,Donald Trump,40.3,unkwn,0,0,0,40.3
88931,770,TIPP,none,TIPP Insights,1.8,Online Panel,3.0,**National,2024-10-22,2024-10-24,1357.0,lv,DEM,16661,Kamala Harris,49.0,unkwn,0,0,0,49.0
88931,770,TIPP,none,TIPP Insights,1.8,Online Panel,3.0,**National,2024-10-22,2024-10-24,1357.0,lv,REP,16651,Donald Trump,47.0,unkwn,0,0,0,47.0
88950,1895,Quantus Insights,TrendingPolitics,Quantus Insights,,Online Panel,5.5,Virginia,2024-10-22,2024-10-24,725.0,lv,DEM,16661,Kamala Harris,48.9,unkwn,0,0,0,48.9
88950,1895,Quantus Insights,TrendingPolitics,Quantus Insights,,Online Panel,5.5,Virginia,2024-10-22,2024-10-24,725.0,lv,REP,16651,Donald Trump,47.8,unkwn,0,0,0,47.8
88994,176,Glengariff Group Inc.,Detroit News | WDIV-TV,Glengariff Group,1.5,Live Phone,1.0,Michigan,2024-10-22,2024-10-24,600.0,lv,DEM,16661,Kamala Harris,46.7,unkwn,0,0,0,46.7
88994,176,Glengariff Group Inc.,Detroit News | WDIV-TV,Glengariff Group,1.5,Live Phone,1.0,Michigan,2024-10-22,2024-10-24,600.0,lv,REP,16651,Donald Trump,43.7,unkwn,0,0,0,43.7
88932,1741,ActiVote,none,ActiVote,,App Panel,8.0,**National,2024-10-19,2024-10-24,1000.0,lv,DEM,16661,Kamala Harris,50.1,unkwn,0,0,0,50.1
88932,1741,ActiVote,none,ActiVote,,App Panel,8.0,**National,2024-10-19,2024-10-24,1000.0,lv,REP,16651,Donald Trump,49.9,unkwn,0,0,0,49.9
88907,770,TIPP,none,TIPP Insights,1.8,Online Panel,3.0,**National,2024-10-21,2024-10-23,1294.0,lv,DEM,16661,Kamala Harris,50.0,unkwn,0,0,0,50.0
88907,770,TIPP,none,TIPP Insights,1.8,Online Panel,3.0,**National,2024-10-21,2024-10-23,1294.0,lv,REP,16651,Donald Trump,47.0,unkwn,0,0,0,47.0
88933,1102,Emerson,7News/WHDH | The Hill,Emerson College,2.9,Online Panel/Text-to-Web,7.0,New Hampshire,2024-10-21,2024-10-23,915.0,lv,DEM,16661,Kamala Harris,50.9,unkwn,0,0,0,50.9
88933,1102,Emerson,7News/WHDH | The Hill,Emerson College,2.9,Online Panel/Text-to-Web,7.0,New Hampshire,2024-10-21,2024-10-23,915.0,lv,REP,16651,Donald Trump,47.2,unkwn,0,0,0,47.2
88934,356,OnMessage Inc.,Senate Opportunity Fund,OnMessage,1.1,Online Panel,1.0,**National,2024-10-21,2024-10-23,800.0,lv,DEM,16661,Kamala Harris,46.0,unkwn,0,0,0,46.0
88934,356,OnMessage Inc.,Senate Opportunity Fund,OnMessage,1.1,Online Panel,1.0,**National,2024-10-21,2024-10-23,800.0,lv,REP,16651,Donald Trump,47.0,unkwn,0,0,0,47.0
88952,899,Tufts,none,Tufts University Public Opinion Lab,1.8,Online Panel,5.0,**National,2024-10-21,2024-10-23,1033.0,a,DEM,16661,Kamala Harris,49.0,unkwn,0,0,0,49.0
88952,899,Tufts,none,Tufts University Public Opinion Lab,1.8,Online Panel,5.0,**National,2024-10-21,2024-10-23,1033.0,a,REP,16651,Donald Trump,45.0,unkwn,0,0,0,45.0
88952,899,Tufts,none,Tufts University Public Opinion Lab,1.8,Online Panel,5.0,**National,2024-10-21,2024-10-23,633.0,lv,DEM,16661,Kamala Harris,49.0,unkwn,0,0,0,49.0
88952,899,Tufts,none,Tufts University Public Opinion Lab,1.8,Online Panel,5.0,**National,2024-10-21,2024-10-23,633.0,lv,REP,16651,Donald Trump,48.0,unkwn,0,0,0,48.0
88930,1424,Siena/NYT,none,The New York Times/Siena College,3.0,Live Phone,9.0,**National,2024-10-20,2024-10-23,2516.0,rv,DEM,16661,Kamala Harris,47.0,unkwn,0,0,0,47.0
88930,1424,Siena/NYT,none,The New York Times/Siena College,3.0,Live Phone,9.0,**National,2024-10-20,2024-10-23,2516.0,rv,REP,16651,Donald Trump,47.0,unkwn,0,0,0,47.0
88930,1424,Siena/NYT,none,The New York Times/Siena College,3.0,Live Phone,9.0,**National,2024-10-20,2024-10-23,2516.0,rv,DEM,16661,Kamala Harris,45.0,unkwn,0,0,0,45.0
88930,1424,Siena/NYT,none,The New York Times/Siena College,3.0,Live Phone,9.0,**National,2024-10-20,2024-10-23,2516.0,rv,REP,16651,Donald Trump,46.0,unkwn,0,0,0,46.0
88930,1424,Siena/NYT,none,The New York Times/Siena College,3.0,Live Phone,9.0,**National,2024-10-20,2024-10-23,2516.0,lv,DEM,16661,Kamala Harris,48.0,unkwn,0,0,0,48.0
88930,1424,Siena/NYT,none,The New York Times/Siena College,3.0,Live Phone,9.0,**National,2024-10-20,2024-10-23,2516.0,lv,REP,16651,Donald Trump,48.0,unkwn,0,0,0,48.0
88930,1424,Siena/NYT,none,The New York Times/Siena College,3.0,Live Phone,9.0,**National,2024-10-20,2024-10-23,2516.0,lv,DEM,16661,Kamala Harris,46.0,unkwn,0,0,0,46.0
88930,1424,Siena/NYT,none,The New York Times/Siena College,3.0,Live Phone,9.0,**National,2024-10-20,2024-10-23,2516.0,lv,REP,16651,Donald Trump,47.0,unkwn,0,0,0,47.0
88951,1866,CNN/SSRS,none,CNN/SSRS,2.8,Probability Panel,10.0,**National,2024-10-20,2024-10-23,1704.0,lv,DEM,16661,Kamala Harris,47.0,unkwn,0,0,0,47.0
88951,1866,CNN/SSRS,none,CNN/SSRS,2.8,Probability Panel,10.0,**National,2024-10-20,2024-10-23,1704.0,lv,REP,16651,Donald Trump,47.0,unkwn,0,0,0,47.0
88951,1866,CNN/SSRS,none,CNN/SSRS,2.8,Probability Panel,10.0,**National,2024-10-20,2024-10-23,1704.0,rv,DEM,16661,Kamala Harris,47.0,unkwn,0,0,0,47.0
88951,1866,CNN/SSRS,none,CNN/SSRS,2.8,Probability Panel,10.0,**National,2024-10-20,2024-10-23,1704.0,rv,REP,16651,Donald Trump,46.0,unkwn,0,0,0,46.0
88974,458,Suffolk,USA Today,Suffolk University,2.9,Live Phone,8.0,Wisconsin,2024-10-20,2024-10-23,500.0,lv,DEM,16661,Kamala Harris,46.6,unkwn,0,0,0,46.6
88974,458,Suffolk,USA Today,Suffolk University,2.9,Live Phone,8.0,Wisconsin,2024-10-20,2024-10-23,500.0,lv,REP,16651,Donald Trump,48.0,unkwn,0,0,0,48.0
88959,1460,Washington Post/George Mason University,none,The Washington Post/George Mason University Schar School of Policy and Government,2.7,Live Phone/Text-to-Web,9.0,Virginia,2024-10-19,2024-10-23,1004.0,lv,DEM,16661,Kamala Harris,49.0,unkwn,0,0,0,49.0
88959,1460,Washington Post/George Mason University,none,The Washington Post/George Mason University Schar School of Policy and Government,2.7,Live Phone/Text-to-Web,9.0,Virginia,2024-10-19,2024-10-23,1004.0,lv,REP,16651,Donald Trump,43.0,unkwn,0,0,0,43.0
88959,1460,Washington Post/George Mason University,none,The Washington Post/George Mason University Schar School of Policy and Government,2.7,Live Phone/Text-to-Web,9.0,Virginia,2024-10-19,2024-10-23,1004.0,rv,DEM,16661,Kamala Harris,48.0,unkwn,0,0,0,48.0
88959,1460,Washington Post/George Mason University,none,The Washington Post/George Mason University Schar School of Policy and Government,2.7,Live Phone/Text-to-Web,9.0,Virginia,2024-10-19,2024-10-23,1004.0,rv,REP,16651,Donald Trump,42.0,unkwn,0,0,0,42.0
88923,1709,Big Village,none,Big Village,1.2,Online Panel,9.0,**National,2024-10-18,2024-10-23,2026.0,a,DEM,16661,Kamala Harris,46.2,unkwn,0,0,0,46.2
88923,1709,Big Village,none,Big Village,1.2,Online Panel,9.0,**National,2024-10-18,2024-10-23,2026.0,a,REP,16651,Donald Trump,41.1,unkwn,0,0,0,41.1
88923,1709,Big Village,none,Big Village,1.2,Online Panel,9.0,**National,2024-10-18,2024-10-23,1739.0,rv,DEM,16661,Kamala Harris,49.0,unkwn,0,0,0,49.0
88923,1709,Big Village,none,Big Village,1.2,Online Panel,9.0,**National,2024-10-18,2024-10-23,1739.0,rv,REP,16651,Donald Trump,43.2,unkwn,0,0,0,43.2
88923,1709,Big Village,none,Big Village,1.2,Online Panel,9.0,**National,2024-10-18,2024-10-23,1592.0,lv,DEM,16661,Kamala Harris,51.6,unkwn,0,0,0,51.6
88923,1709,Big Village,none,Big Village,1.2,Online Panel,9.0,**National,2024-10-18,2024-10-23,1592.0,lv,REP,16651,Donald Trump,45.0,unkwn,0,0,0,45.0
88991,921,Clarity,none,Clarity Campaign Labs,1.6,Online Panel/Text-to-Web,1.0,**National,2024-10-17,2024-10-23,1314.0,lv,DEM,16661,Kamala Harris,50.0,unkwn,0,0,0,50.0
88991,921,Clarity,none,Clarity Campaign Labs,1.6,Online Panel/Text-to-Web,1.0,**National,2024-10-17,2024-10-23,1314.0,lv,REP,16651,Donald Trump,46.0,unkwn,0,0,0,46.0
88991,921,Clarity,none,Clarity Campaign Labs,1.6,Online Panel/Text-to-Web,1.0,**National,2024-10-17,2024-10-23,1314.0,lv,DEM,16661,Kamala Harris,55.0,unkwn,0,0,0,55.0
88889,1416,HarrisX,Forbes,HarrisX,1.5,Online Panel,6.0,**National,2024-10-21,2024-10-22,1512.0,rv,DEM,16661,Kamala Harris,49.0,HarrisX,0.5,100.0,0.0,49.0
88889,1416,HarrisX,Forbes,HarrisX,1.5,Online Panel,6.0,**National,2024-10-21,2024-10-22,1512.0,rv,REP,16651,Donald Trump,51.0,HarrisX,0.5,100.0,0.0,50.5
88889,1416,HarrisX,Forbes,HarrisX,1.5,Online Panel,6.0,**National,2024-10-21,2024-10-22,1244.0,lv,DEM,16661,Kamala Harris,49.0,HarrisX,0.5,100.0,0.0,49.0
88889,1416,HarrisX,Forbes,HarrisX,1.5,Online Panel,6.0,**National,2024-10-21,2024-10-22,1244.0,lv,REP,16651,Donald Trump,51.0,HarrisX,0.5,100.0,0.0,50.5
88889,1416,HarrisX,Forbes,HarrisX,1.5,Online Panel,6.0,**National,2024-10-21,2024-10-22,1512.0,rv,DEM,16661,Kamala Harris,48.0,HarrisX,0.5,100.0,0.0,48.0
88889,1416,HarrisX,Forbes,HarrisX,1.5,Online Panel,6.0,**National,2024-10-21,2024-10-22,1512.0,rv,REP,16651,Donald Trump,48.0,HarrisX,0.5,100.0,0.0,47.5
88889,1416,HarrisX,Forbes,HarrisX,1.5,Online Panel,6.0,**National,2024-10-21,2024-10-22,1244.0,lv,DEM,16661,Kamala Harris,48.0,HarrisX,0.5,100.0,0.0,48.0
88889,1416,HarrisX,Forbes,HarrisX,1.5,Online Panel,6.0,**National,2024-10-21,2024-10-22,1244.0,lv,REP,16651,Donald Trump,49.0,HarrisX,0.5,100.0,0.0,48.5
88911,1102,Emerson,RealClearPennsylvania,Emerson College,2.9,Online Panel/Text-to-Web,7.0,Pennsylvania,2024-10-21,2024-10-22,860.0,lv,DEM,16661,Kamala Harris,49.0,unkwn,0,0,0,49.0
88911,1102,Emerson,RealClearPennsylvania,Emerson College,2.9,Online Panel/Text-to-Web,7.0,Pennsylvania,2024-10-21,2024-10-22,860.0,lv,REP,16651,Donald Trump,50.7,unkwn,0,0,0,50.7
88912,1102,Emerson,RealClearWorld,Emerson College,2.9,Online Panel/Text-to-Web,7.0,North Carolina,2024-10-21,2024-10-22,950.0,lv,DEM,16661,Kamala Harris,48.2,unkwn,0,0,0,48.2
88912,1102,Emerson,RealClearWorld,Emerson College,2.9,Online Panel/Text-to-Web,7.0,North Carolina,2024-10-21,2024-10-22,950.0,lv,REP,16651,Donald Trump,50.2,unkwn,0,0,0,50.2
88913,1102,Emerson,RealClearWorld,Emerson College,2.9,Online Panel/Text-to-Web,7.0,Wisconsin,2024-10-21,2024-10-22,800.0,lv,DEM,16661,Kamala Harris,49.2,unkwn,0,0,0,49.2
88913,1102,Emerson,RealClearWorld,Emerson College,2.9,Online Panel/Text-to-Web,7.0,Wisconsin,2024-10-21,2024-10-22,800.0,lv,REP,16651,Donald Trump,49.9,unkwn,0,0,0,49.9
88873,770,TIPP,none,TIPP Insights,1.8,Online Panel,3.0,**National,2024-10-20,2024-10-22,1294.0,lv,DEM,16661,Kamala Harris,49.0,unkwn,0,0,0,49.0
88873,770,TIPP,none,TIPP Insights,1.8,Online Panel,3.0,**National,2024-10-20,2024-10-22,1294.0,lv,REP,16651,Donald Trump,47.0,unkwn,0,0,0,47.0
88943,1562,Redfield & Wilton Strategies,The Telegraph,Redfield & Wilton Strategies,1.8,Online Panel,9.0,Arizona,2024-10-20,2024-10-22,710.0,lv,DEM,16661,Kamala Harris,46.0,unkwn,0,0,0,46.0
88943,1562,Redfield & Wilton Strategies,The Telegraph,Redfield & Wilton Strategies,1.8,Online Panel,9.0,Arizona,2024-10-20,2024-10-22,710.0,lv,REP,16651,Donald Trump,48.0,unkwn,0,0,0,48.0
88944,1562,Redfield & Wilton Strategies,The Telegraph,Redfield & Wilton Strategies,1.8,Online Panel,9.0,Georgia,2024-10-20,2024-10-22,1168.0,lv,DEM,16661,Kamala Harris,47.0,unkwn,0,0,0,47.0
88944,1562,Redfield & Wilton Strategies,The Telegraph,Redfield & Wilton Strategies,1.8,Online Panel,9.0,Georgia,2024-10-20,2024-10-22,1168.0,lv,REP,16651,Donald Trump,48.0,unkwn,0,0,0,48.0
88945,1562,Redfield & Wilton Strategies,The Telegraph,Redfield & Wilton Strategies,1.8,Online Panel,9.0,Michigan,2024-10-20,2024-10-22,1115.0,lv,DEM,16661,Kamala Harris,47.0,unkwn,0,0,0,47.0
88945,1562,Redfield & Wilton Strategies,The Telegraph,Redfield & Wilton Strategies,1.8,Online Panel,9.0,Michigan,2024-10-20,2024-10-22,1115.0,lv,REP,16651,Donald Trump,47.0,unkwn,0,0,0,47.0
88946,1562,Redfield & Wilton Strategies,The Telegraph,Redfield & Wilton Strategies,1.8,Online Panel,9.0,Nevada,2024-10-20,2024-10-22,540.0,lv,DEM,16661,Kamala Harris,46.0,unkwn,0,0,0,46.0
88946,1562,Redfield & Wilton Strategies,The Telegraph,Redfield & Wilton Strategies,1.8,Online Panel,9.0,Nevada,2024-10-20,2024-10-22,540.0,lv,REP,16651,Donald Trump,47.0,unkwn,0,0,0,47.0
88947,1562,Redfield & Wilton Strategies,The Telegraph,Redfield & Wilton Strategies,1.8,Online Panel,9.0,North Carolina,2024-10-20,2024-10-22,679.0,lv,DEM,16661,Kamala Harris,47.0,unkwn,0,0,0,47.0
